V1, Iout
-0.0375751503006,5.16e-06
-0.0345691382766,4.74e-06
-0.0315631262525,4.32e-06
-0.0285571142285,3.9e-06
-0.0255511022044,3.49e-06
-0.0225450901804,3.08e-06
-0.0195390781563,2.68e-06
-0.0165330661323,2.29e-06
-0.0135270541082,1.9e-06
-0.0105210420842,1.52e-06
-0.00751503006012,1.13e-06
-0.00450901803607,7.47e-07
-0.00150300601202,3.77e-07
0.00150300601202,-3.1e-09
0.00450901803607,-3.63e-07
0.00751503006012,-7.01e-07
0.0105210420842,-1.047e-06
0.0135270541082,-1.389e-06
0.0165330661323,-1.716e-06
0.0195390781563,-2.04e-06
0.0225450901804,-2.36e-06
0.0255511022044,-2.68e-06
0.0285571142285,-2.99e-06
0.0315631262525,-3.29e-06
0.0345691382766,-3.58e-06
0.0375751503006,-3.87e-06
0.0405811623246,-4.16e-06
0.0435871743487,-4.44e-06
0.0465931863727,-4.71e-06
0.0495991983968,-4.98e-06
0.0526052104208,-5.23e-06
0.0556112224449,-5.49e-06
0.0586172344689,-5.73e-06
0.061623246493,-5.97e-06
0.064629258517,-6.22e-06
0.0676352705411,-6.45e-06
0.0706412825651,-6.68e-06
0.0736472945892,-6.91e-06
0.0766533066132,-7.12e-06
0.0796593186373,-7.32e-06
0.0826653306613,-7.52e-06
0.0856713426854,-7.71e-06
0.0886773547094,-7.89e-06
0.0916833667335,-8.07e-06
0.0946893787575,-8.22e-06
0.0976953907816,-8.36e-06
0.100701402806,-8.46e-06
0.10370741483,-8.54e-06
0.106713426854,-8.6e-06
0.109719438878,-8.63e-06
0.112725450902,-8.65e-06
0.115731462926,-8.65e-06
0.11873747495,-8.66e-06
0.121743486974,-8.66e-06
0.124749498998,-8.67e-06
0.127755511022,-8.67e-06
0.130761523046,-8.67e-06
0.13376753507,-8.68e-06
0.136773547094,-8.67e-06
0.139779559118,-8.67e-06
0.142785571142,-8.68e-06
0.145791583166,-8.68e-06
0.14879759519,-8.69e-06
0.151803607214,-8.67e-06
0.154809619238,-8.68e-06
0.157815631263,-8.68e-06
0.160821643287,-8.69e-06
0.163827655311,-8.68e-06
0.166833667335,-8.69e-06
0.169839679359,-8.69e-06
0.172845691383,-8.69e-06
0.175851703407,-8.69e-06
0.178857715431,-8.69e-06
0.181863727455,-8.69e-06
0.184869739479,-8.69e-06
0.187875751503,-8.69e-06
0.190881763527,-8.69e-06
0.193887775551,-8.69e-06
0.196893787575,-8.69e-06
0.199899799599,-8.69e-06
0.202905811623,-8.69e-06
0.205911823647,-8.7e-06
0.208917835671,-8.7e-06
0.211923847695,-8.69e-06
0.214929859719,-8.69e-06
0.217935871743,-8.69e-06
0.220941883768,-8.7e-06
0.223947895792,-8.7e-06
0.226953907816,-8.7e-06
0.22995991984,-8.7e-06
0.232965931864,-8.7e-06
0.235971943888,-8.7e-06
0.238977955912,-8.7e-06
0.241983967936,-8.7e-06
0.24498997996,-8.7e-06
0.247995991984,-8.7e-06
0.251002004008,-8.7e-06
0.254008016032,-8.7e-06
0.257014028056,-8.7e-06
0.26002004008,-8.7e-06
0.263026052104,-8.7e-06
0.266032064128,-8.7e-06
0.269038076152,-8.7e-06
0.272044088176,-8.7e-06
0.2750501002,-8.71e-06
0.278056112224,-8.7e-06
0.281062124248,-8.7e-06
0.284068136273,-8.7e-06
0.287074148297,-8.71e-06
0.290080160321,-8.7e-06
0.293086172345,-8.71e-06
0.296092184369,-8.71e-06
0.299098196393,-8.7e-06
0.302104208417,-8.7e-06
0.305110220441,-8.71e-06
0.308116232465,-8.71e-06
0.311122244489,-8.71e-06
0.314128256513,-8.7e-06
0.317134268537,-8.7e-06
0.320140280561,-8.71e-06
0.323146292585,-8.71e-06
0.326152304609,-8.71e-06
0.329158316633,-8.7e-06
0.332164328657,-8.71e-06
0.335170340681,-8.71e-06
0.338176352705,-8.71e-06
0.341182364729,-8.71e-06
0.344188376754,-8.71e-06
0.347194388778,-8.71e-06
0.350200400802,-8.71e-06
0.353206412826,-8.71e-06
0.35621242485,-8.71e-06
0.359218436874,-8.71e-06
0.362224448898,-8.72e-06
0.365230460922,-8.71e-06
0.368236472946,-8.72e-06
0.37124248497,-8.71e-06
0.374248496994,-8.71e-06
0.377254509018,-8.71e-06
0.380260521042,-8.71e-06
0.383266533066,-8.71e-06
0.38627254509,-8.72e-06
0.389278557114,-8.71e-06
0.392284569138,-8.71e-06
0.395290581162,-8.72e-06
0.398296593186,-8.72e-06
0.40130260521,-8.71e-06
0.404308617234,-8.72e-06
0.407314629259,-8.72e-06
0.410320641283,-8.72e-06
0.413326653307,-8.72e-06
0.416332665331,-8.72e-06
0.419338677355,-8.72e-06
0.422344689379,-8.72e-06
0.425350701403,-8.72e-06
0.428356713427,-8.72e-06
0.431362725451,-8.72e-06
0.434368737475,-8.71e-06
0.437374749499,-8.72e-06
0.440380761523,-8.72e-06
0.443386773547,-8.72e-06
0.446392785571,-8.72e-06
0.449398797595,-8.72e-06
0.452404809619,-8.72e-06
0.455410821643,-8.73e-06
0.458416833667,-8.72e-06
0.461422845691,-8.73e-06
0.464428857715,-8.73e-06
0.467434869739,-8.73e-06
0.470440881764,-8.72e-06
0.473446893788,-8.72e-06
0.476452905812,-8.73e-06
0.479458917836,-8.72e-06
0.48246492986,-8.72e-06
0.485470941884,-8.73e-06
0.488476953908,-8.73e-06
0.491482965932,-8.73e-06
0.494488977956,-8.73e-06
0.49749498998,-8.73e-06
0.500501002004,-8.72e-06
0.503507014028,-8.73e-06
0.506513026052,-8.73e-06
0.509519038076,-8.73e-06
0.5125250501,-8.73e-06
0.515531062124,-8.73e-06
0.518537074148,-8.73e-06
0.521543086172,-8.73e-06
0.524549098196,-8.73e-06
0.52755511022,-8.73e-06
0.530561122244,-8.73e-06
0.533567134269,-8.73e-06
0.536573146293,-8.73e-06
0.539579158317,-8.73e-06
0.542585170341,-8.73e-06
0.545591182365,-8.73e-06
0.548597194389,-8.73e-06
0.551603206413,-8.74e-06
0.554609218437,-8.74e-06
0.557615230461,-8.74e-06
0.560621242485,-8.74e-06
0.563627254509,-8.74e-06
0.566633266533,-8.74e-06
0.569639278557,-8.73e-06
0.572645290581,-8.73e-06
0.575651302605,-8.73e-06
0.578657314629,-8.74e-06
0.581663326653,-8.74e-06
0.584669338677,-8.74e-06
0.587675350701,-8.74e-06
0.590681362725,-8.74e-06
0.593687374749,-8.74e-06
0.596693386774,-8.73e-06
0.599699398798,-8.74e-06
0.602705410822,-8.74e-06
0.605711422846,-8.75e-06
0.60871743487,-8.74e-06
0.611723446894,-8.74e-06
0.614729458918,-8.74e-06
0.617735470942,-8.74e-06
0.620741482966,-8.74e-06
0.62374749499,-8.74e-06
0.626753507014,-8.74e-06
0.629759519038,-8.75e-06
0.632765531062,-8.74e-06
0.635771543086,-8.74e-06
0.63877755511,-8.74e-06
0.641783567134,-8.74e-06
0.644789579158,-8.74e-06
0.647795591182,-8.75e-06
0.650801603206,-8.75e-06
0.65380761523,-8.74e-06
0.656813627255,-8.74e-06
0.659819639279,-8.74e-06
0.662825651303,-8.74e-06
0.665831663327,-8.74e-06
0.668837675351,-8.74e-06
0.671843687375,-8.75e-06
0.674849699399,-8.75e-06
0.677855711423,-8.74e-06
0.680861723447,-8.74e-06
0.683867735471,-8.75e-06
0.686873747495,-8.75e-06
0.689879759519,-8.75e-06
0.692885771543,-8.75e-06
0.695891783567,-8.75e-06
0.698897795591,-8.75e-06
0.701903807615,-8.75e-06
0.704909819639,-8.75e-06
0.707915831663,-8.75e-06
0.710921843687,-8.75e-06
0.713927855711,-8.75e-06
0.716933867735,-8.76e-06
0.71993987976,-8.75e-06
0.722945891784,-8.75e-06
0.725951903808,-8.76e-06
0.728957915832,-8.75e-06
0.731963927856,-8.75e-06
0.73496993988,-8.76e-06
0.737975951904,-8.76e-06
0.740981963928,-8.76e-06
0.743987975952,-8.76e-06
0.746993987976,-8.75e-06
0.75,-8.75e-06
